,pharma_cid,total,attended,lost
2330,companyefe91fa3-add6-11ec-a454-4d1f769ac92d,0,0,0
2331,company44aed8de-c226-11ec-93e8-7f8abde26183,0,0,0
2332,company86cdec36-a38b-11ec-9c8b-15c3d2eb4892,0,0,0
2333,companyd3944db1-93a7-11ec-838f-6f425da83a46,0,0,0
2334,company65db6f54-8f0b-11ec-bbcb-7951f881ebde,0,0,0
2335,company9a43259e-bbc1-11ec-b9cb-5be7988c47eb,0,0,0
2336,companyd177960d-ac23-11ec-930d-adddefa5c9f4,0,0,0
2337,companyd14148b1-6623-11ec-aad3-e3716c714375,1,0,500
2338,companyf093cf85-9ad3-11ec-a0a7-8750940397b0,0,0,0
2339,companye9ed226c-c228-11ec-8cdc-7f8abde26183,2,0,1000
2340,company6f03ddf2-af29-11ec-aeef-d9f3b9cac8ef,1,0,500
2341,companyc64972eb-6a02-11ec-86c1-11733cbebe03,0,0,0
2342,company6eaa95d8-8e14-11ec-ac35-85b79005ee26,0,0,0
2343,companyf336c637-9719-11ec-ae46-9d9ebb8ebf2c,0,0,0
2344,companye48a97e8-ab66-11ec-b180-353c78c309af,0,0,0
2345,company0064190a-90be-11ec-8bcf-cf0239183623,0,0,0
2346,companyac15693c-ba50-11ec-8ce1-0f8227ca8fd9,0,0,0
2347,companyc2e1ce19-adca-11ec-84b3-0732a6b46c8d,0,0,0
2348,companyd0dd5f76-9f91-11ec-b315-9fe02e8e7bda,0,0,0
2349,companye9d99f9e-a36d-11ec-8538-39cb8c5bcd86,0,0,0
2350,company41d53e80-a6c3-11ec-abc9-b390ec225744,0,0,0
2351,companyf4b8f4fe-4f5b-11ec-af64-3fcb63891338,0,0,0
2352,company0416f615-4924-11ec-889e-0128ea28ebda,0,0,0
2353,company469adc0f-c7bf-11ec-9962-97d36d49cfc2,0,0,0
2354,company09bcc1d8-62f0-11ec-a1e5-2ba0fb7680ea,0,0,0
2355,companyb71b2fbe-bd74-11ec-955b-df6de78fb174,0,0,0
2356,company6f5ca1a3-a4e7-11ec-b7c7-e1e9ecfd8068,0,0,0
2357,company9fe7c55b-6d37-11ec-9c14-9735546a7545,0,0,0
2358,company229c0d3a-8bc0-11ec-babc-5304856b4d6e,0,0,0
2359,company3be2fede-bf25-11ec-ac55-dba8e23463f1,0,0,0
2360,company06772959-7f6c-11ec-92b5-1133d03d58d5,1,0,500
2361,companyefaa4600-caf1-11ec-aaaf-73863193231c,0,0,0
2362,company148a5a26-b0d2-11ec-9880-11df1bb059d1,0,0,0
2363,company979c9102-ae87-11ec-a615-594fe6ac9ed3,0,0,0
2364,companyc0407d0e-125d-11ec-830d-c51d13bcf020,0,0,0
2365,companyab265892-8bec-11ec-beb1-67c03d12b2bf,0,0,0
2366,companyde07e195-36f2-11ec-b2d9-99d4e1280722,1,1,0
2367,companyee79dbc9-8b10-11ec-8165-6fabf8f61390,0,0,0
2368,company31884ade-a2a9-11ec-8d44-c16dc477d49f,0,0,0
2369,company4214528c-bed8-11ec-ac7a-615dd904d95d,1,1,0
2370,company38f932bf-ad19-11ec-89db-b7a9b2a906be,0,0,0
2371,companyf42b1f86-b41c-11ec-8377-ed3a64794c72,0,0,0
2372,company5dfb792c-954c-11ec-aca2-4f6e68f8c0e9,0,0,0
2373,company48c98adf-beeb-11ec-a7f0-6594bf23eb61,1,1,0
2374,companyaf8bf1ac-b7f6-11ec-b8be-254550ef2d5a,1,1,0
2375,companya5719449-a07c-11ec-ab78-47a8765e8eaf,0,0,0
2376,company723eeb5d-4064-11ec-ab38-1ba00a9b21a9,1,1,0
2377,company86c3da0a-b022-11ec-844b-69ba0ec434a0,1,0,500
2378,companybb434166-88ff-11ec-bb5b-4564845e5763,0,0,0
2379,companye8e07a6a-a2b8-11ec-94c1-d5ceddb43a0f,0,0,0
2380,company0129de31-947b-11ec-9efe-bb1e23bad0fe,0,0,0
2381,companyab8e4349-9c4f-11ec-8342-05489a2220d6,0,0,0
2382,company9aad88cf-9aee-11ec-bacf-edf6d778378b,1,0,500
2383,company887b4f0e-79fe-11ec-9331-fd8ee810f968,1,0,500
2384,company1c7ab535-c789-11ec-ac10-9d44d45b374f,0,0,0
2385,company2144bd63-bfcd-11ec-986a-538ac677f4e9,0,0,0
2386,company94f43259-5755-11ec-816c-fd17d0166a08,0,0,0
2387,companycc316031-9a24-11ec-8f26-c90a20014fed,0,0,0
2388,companyd009a5e6-6185-11ec-8d10-a53ec211cc70,0,0,0
2389,company679569c0-bfaa-11ec-af65-f5a0569f2976,0,0,0
2390,company60decc6a-93b5-11ec-9cd8-c7edb2283584,0,0,0
2391,companyc9545724-6006-11ec-b930-8f752715fa92,0,0,0
2392,company48c98adf-beeb-11ec-a7f0-6594bf23eb61,1,1,0
2393,companydc733aea-c556-11ec-b3e0-b7e4276c41cb,0,0,0
2394,company354197d0-8e36-11ec-bbb7-87d0e7c79ce1,0,0,0
2395,company695e0a7f-bc8c-11ec-9013-a1b6f31ccb52,0,0,0
2396,company9e41fee0-c79e-11ec-ab66-a7d9b1f4d898,1,0,500
2397,companyc0116b8a-2c08-11ec-992d-c33cab73b63c,0,0,0
2398,companye5a3a330-b720-11ec-a50d-eb61562f5e24,0,0,0
2399,companyf3422faa-bedd-11ec-b231-c70d38df568b,0,0,0
2400,companybd07b74b-b962-11ec-bcaa-e3d729b138b6,0,0,0
2401,companyea3471d3-92fe-11ec-a43c-6715c77a848a,0,0,0
2402,company3750db0d-6952-11ec-9a6d-b9ad48594b63,0,0,0
2403,companyc9ad7c41-bf04-11ec-8f46-3fc305f80e4f,0,0,0
2404,companyb3bcb664-a38f-11ec-b0aa-d3ca1eaed4d6,0,0,0
2405,company8bcd6543-a449-11ec-840f-9f6310ec20e8,0,0,0
2406,company9a078436-aa81-11ec-883f-23bee9854c9d,0,0,0
2407,company84297fbf-663c-11ec-b43f-77fa8a02b2ce,0,0,0
2408,company8dec6199-c559-11ec-b5ff-ef4444fd2799,0,0,0
2409,companya4e9094a-ac11-11ec-bb11-f78a844bdab1,0,0,0
2410,company94f43259-5755-11ec-816c-fd17d0166a08,0,0,0
2411,company41d53e80-a6c3-11ec-abc9-b390ec225744,0,0,0
2412,company57ecb769-c2db-11ec-b8e4-adfdc84f65cc,0,0,0
2413,companyfed7784c-6952-11ec-a212-b9ad48594b63,0,0,0
2414,companybab9e236-aff9-11ec-8e0c-0b05ee2ddd91,0,0,0
2415,company86cdec36-a38b-11ec-9c8b-15c3d2eb4892,0,0,0
2416,company2b22e1db-7780-11ec-95b2-2124f783647f,0,0,0
2417,companydf0c7e1e-a3a5-11ec-804f-b7fe7fbb40ac,0,0,0
2418,company81893e19-bf10-11ec-bd78-c3577f2afd11,0,0,0
2419,company562a09c5-c5ed-11ec-b0ae-0555f6793143,0,0,0
2420,companya4121f6f-9b9e-11ec-a189-cf8a6ff0d990,0,0,0
2421,companye5a3a330-b720-11ec-a50d-eb61562f5e24,0,0,0
2422,company9b8efb2c-c216-11ec-9a5e-df51e24a413b,1,0,500
2423,companyf2b2f07e-9df0-11ec-9e39-ff4db0f32949,0,0,0
2424,company2c4fa582-5e36-11ec-83db-3bbed2adec8f,0,0,0
2425,companye507d310-8357-11ec-8ce5-ef9b7bd1f702,0,0,0
2426,company144e0faf-a6a2-11ec-aa52-81bb3791db9a,0,0,0
2427,company2e02664f-99f0-11ec-9bc6-2b1576f5066c,1,0,500
2428,company758810fb-8979-11ec-9c9a-9b79f12b9b1c,1,0,500
2429,companyc82e7daf-bfb4-11ec-aa57-f5a0569f2976,0,0,0
2430,company41d53e80-a6c3-11ec-abc9-b390ec225744,0,0,0
2431,companyc5c3e197-7f5c-11ec-9d81-e1261ede0cd8,0,0,0
2432,companyb848f76d-c85b-11ec-b9c7-85593f91b846,1,0,500
2433,company21bfacd8-b1b9-11ec-a87c-b96f116531b2,0,0,0
2434,companya4121f6f-9b9e-11ec-a189-cf8a6ff0d990,0,0,0
2435,company95382c16-baeb-11ec-b5a2-01f9f8568450,1,0,500
2436,company03b50c56-8b23-11ec-8ff9-c5e99fab6ab1,0,0,0
2437,company59b0b18a-c86a-11ec-a486-a1571b7260f1,1,0,500
2438,company3d8ef927-744d-11ec-a9e9-b3c84c764152,0,0,0
2439,companyd171f8c3-c1ff-11ec-8f73-67c46c9ee9a8,1,0,500
2440,company25979b7e-b1af-11ec-a6fd-edb756fbc29e,0,0,0
2441,company9aa56526-96f3-11ec-85ec-05fc836b4b91,0,0,0
2442,companyf7d0f484-96fd-11ec-8b04-7dbf8237b9ae,0,0,0
2443,company3da17f10-9462-11ec-8ac0-db4624e01c68,0,0,0
2444,company4a2660ef-c13c-11ec-abbf-d311e4f4cc23,1,0,500
2445,company42200540-cace-11ec-8f4a-adb69a5e23be,0,0,0
2446,companya61652b7-c09c-11ec-a574-755bfb12a2ca,0,0,0
2447,companyc1374fe2-b016-11ec-87ce-1b2d46472b7e,0,0,0
2448,company8334ceaa-93e4-11ec-8623-35dba17a4044,0,0,0
2449,company76173948-cfaa-11ec-a4df-559bb727a19e,0,0,0
2450,company85855196-b576-11ec-a778-c7faf0c58dd0,1,0,500
2451,company637cb87d-ad1c-11ec-9cf4-b7a9b2a906be,0,0,0
2452,companyf58e7b84-52a3-11ec-a90a-95d5eb5c206c,0,0,0
2453,company3c358066-7849-11ec-82f0-d395e07580bd,0,0,0
2454,company8d8b6c53-af35-11ec-9b06-27c7a878a530,0,0,0
2455,companye55fb236-92e7-11ec-8792-253ec290963e,0,0,0
2456,company4214528c-bed8-11ec-ac7a-615dd904d95d,1,1,0
2457,company179934d5-7dca-11ec-a3bd-71390d2398e6,0,0,0
2458,company7f9e25be-9571-11ec-a84b-31ef59e49ac0,0,0,0
2459,company2c4fa582-5e36-11ec-83db-3bbed2adec8f,0,0,0
2460,company5a831752-a048-11ec-a49d-7dadb9ce6fa3,0,0,0
2461,companyd9c74f4f-7dbf-11ec-90c0-b5c0cbb2df9d,0,0,0
2462,company7a87abd6-661d-11ec-9912-e5e5202974e0,1,0,500
2463,companyf0d5cb81-99f8-11ec-8cd3-5bd56a164022,0,0,0
2464,companybe0944e9-c7c5-11ec-9ba2-6199a8ce2b5a,1,0,500
2465,company9e41fee0-c79e-11ec-ab66-a7d9b1f4d898,1,0,500
2466,company78a5fff9-96d2-11ec-90cd-7dfedd81399c,0,0,0
2467,companybe31c96a-aa89-11ec-98d9-69cf651ff9e8,0,0,0
2468,companyf628b43c-c21f-11ec-9ed1-db9af374dff4,0,0,0
2469,company4a2660ef-c13c-11ec-abbf-d311e4f4cc23,1,0,500
2470,company94f43259-5755-11ec-816c-fd17d0166a08,0,0,0
2471,companybf8e8655-c308-11ec-a073-ef077dd2a7af,0,0,0
2472,companydfa503e1-b73a-11ec-a28c-3314972f69e8,0,0,0
2473,companye146e29f-af2e-11ec-b230-75a1d337d191,0,0,0
2474,companydc733aea-c556-11ec-b3e0-b7e4276c41cb,0,0,0
2475,company9481c7da-9f9f-11ec-836a-e70aa5ed2df7,1,0,500
2476,companyb4092061-c230-11ec-bcf7-633217835961,1,0,500
2477,company6f725316-6c58-11ec-ab38-0dba4446c972,0,0,0
2478,company649bb90c-362f-11ec-8af8-396cd2172a89,0,0,0
2479,companya5cf65cb-6dff-11ec-bdb0-312be48f9404,0,0,0
2480,company6169e5c0-b1a6-11ec-9ee7-c97c7031330d,0,0,0
2481,company0a9652e8-a070-11ec-80c2-5148a913796d,0,0,0
2482,companyd67c74d7-a67e-11ec-9413-fd081782a1f5,0,0,0
2483,company008ed9bf-ad00-11ec-931e-c5fd39da12cd,1,0,500
2484,company3d9fe4b8-9547-11ec-a308-db19bc970870,0,0,0
2485,company7ee994df-663c-11ec-878a-77fa8a02b2ce,0,0,0
2486,company98b836c9-63ff-11ec-9966-6fac722e0391,0,0,0
2487,companyf7d0f484-96fd-11ec-8b04-7dbf8237b9ae,0,0,0
2488,company167ecb44-ac45-11ec-947e-03c1963a1c1f,0,0,0
2489,companyd40e7e9a-a133-11ec-880f-891eade59c89,0,0,0
2490,companya6b68715-aa79-11ec-829a-737bee1e314b,0,0,0
2491,companyc78071b5-a427-11ec-a17a-9b198f07284a,0,0,0
2492,company94f43259-5755-11ec-816c-fd17d0166a08,0,0,0
2493,companyddc42665-b0f3-11ec-bf49-99b80a428d88,0,0,0
2494,company60df3da6-58e3-11ec-9894-a159e31c73c2,0,0,0
2495,companyf2cb3a18-84c6-11ec-8687-591b29a04158,0,0,0
2496,company10f72f94-b986-11ec-a56f-8be090c7d85f,0,0,0
2497,company4974cbc4-9238-11ec-a8b4-b3760ff99fc5,0,0,0
2498,companyc64972eb-6a02-11ec-86c1-11733cbebe03,0,0,0
2499,company433937cc-9fbf-11ec-8c27-433e87c809d1,0,0,0
2500,company935ccf60-cac2-11ec-8515-b9c631b967c7,0,0,0
2501,companyc4b88eab-a03c-11ec-973b-f90f3beb9754,0,0,0
2502,company52136ec7-c522-11ec-8436-6762b11024a9,1,0,500
2503,companye6926209-ba42-11ec-89e6-0be60d403077,0,0,0
2504,companyde0100b3-bca8-11ec-9a6d-f5e46fbc7871,0,0,0
2505,company74616849-ad16-11ec-a891-af72439ea5b4,0,0,0
2506,company4f69cd74-c144-11ec-a137-33f749341f11,0,0,0
2507,company3ca43b65-8a45-11ec-a6df-878046f1399c,0,0,0
2508,companycae7f721-a105-11ec-8fae-c96ba9d62537,0,0,0
2509,company167ecb44-ac45-11ec-947e-03c1963a1c1f,0,0,0
2510,companybf8e8655-c308-11ec-a073-ef077dd2a7af,0,0,0
2511,company05f93fcd-d2b6-11ec-b7c4-81256397b5af,0,0,0
2512,company490a6422-9e16-11ec-9926-b7dc9ac49303,0,0,0
2513,company48c98adf-beeb-11ec-a7f0-6594bf23eb61,1,1,0
2514,companydeaa1d50-bbc9-11ec-bd52-b5495841befb,0,0,0
2515,companybeb160aa-c6e7-11ec-9985-ad11dff9a5e9,0,0,0
2516,company0f4100dc-c77e-11ec-aeaa-9bb0c3b61772,0,0,0
2517,companyf3422faa-bedd-11ec-b231-c70d38df568b,0,0,0
2518,companyade7d2ce-9ac5-11ec-81c9-099f0c070c5a,0,0,0
2519,companyfd5e0b9e-c210-11ec-a5c4-b38fb774dfae,0,0,0
2520,company7d9e9b87-c55e-11ec-b626-6fc569a18a2c,0,0,0
2521,company2dbc095c-b007-11ec-b55e-8387d2bdd0d1,0,0,0
2522,companya6b68715-aa79-11ec-829a-737bee1e314b,0,0,0
2523,company19ee8a9d-92ea-11ec-b3b5-3df2aad5028c,0,0,0
2524,company490a6422-9e16-11ec-9926-b7dc9ac49303,0,0,0
2525,company50f74c0e-93de-11ec-9a35-8397bc6e539c,0,0,0
2526,companyb3bcb664-a38f-11ec-b0aa-d3ca1eaed4d6,0,0,0
2527,companyf5f1a5d2-c2eb-11ec-92e3-cf867ba9f5d7,1,0,500
2528,company379ceb2a-ab33-11ec-800b-8f36374e2aea,0,0,0
2529,company515eb73a-b256-11ec-bf78-194a1a92439a,1,0,500
2530,companyefcbe311-b7f9-11ec-9e6f-254550ef2d5a,0,0,0
2531,company98b836c9-63ff-11ec-9966-6fac722e0391,0,0,0
2532,company86c3da0a-b022-11ec-844b-69ba0ec434a0,1,0,500
2533,company0d2ee994-9c67-11ec-bba0-bd358c474607,0,0,0
2534,companyca0a6bb6-b973-11ec-9119-191bc8419b2c,0,0,0
2535,companyda414109-b025-11ec-a8cb-69ba0ec434a0,0,0,0
2536,companyc4aaae97-bf07-11ec-a4ba-b39fe23c6561,0,0,0
2537,companyfe6aa581-9610-11ec-966f-55ecd3f1d32d,0,0,0
2538,companyee79dbc9-8b10-11ec-8165-6fabf8f61390,0,0,0
2539,companyde07e195-36f2-11ec-b2d9-99d4e1280722,1,1,0
2540,company85807a0e-b199-11ec-8a73-85b4d623b70a,0,0,0
2541,company2c3c3e44-a672-11ec-8557-4f001770ce45,0,0,0
2542,company9c3da2bd-b038-11ec-b085-557ef01aec15,0,0,0
2543,company2dbc095c-b007-11ec-b55e-8387d2bdd0d1,0,0,0
2544,companyb508f9af-c300-11ec-8057-1557f4b4bd6d,0,0,0
2545,company9b39e819-9ece-11ec-b374-89b6831cbc46,0,0,0
2546,company41647b05-93b5-11ec-8718-c7edb2283584,1,0,500
2547,company19229f07-9c4d-11ec-8301-bdf05f1149f3,0,0,0
2548,company2ed0b899-b1aa-11ec-a771-c97c7031330d,0,0,0
2549,company274e0201-a5d4-11ec-909a-1d16e1176e99,0,0,0
2550,company25e946b8-88a1-11ec-8ae7-156b0140d320,0,0,0
2551,company94f43259-5755-11ec-816c-fd17d0166a08,0,0,0
2552,company9935b6d9-bf0f-11ec-82cc-915056d83d67,0,0,0
2553,companybeb74ba6-9532-11ec-8e7a-331161eb02d6,0,0,0
2554,companyc78071b5-a427-11ec-a17a-9b198f07284a,0,0,0
2555,company0322c71b-63b9-11ec-9b09-eb93b3124849,1,0,500
2556,companyed2f2a87-a2c2-11ec-b91d-b9e7f0f90397,0,0,0
2557,company187d03d8-9157-11ec-be23-a7d33451a56d,0,0,0
2558,company0322c71b-63b9-11ec-9b09-eb93b3124849,1,0,500
2559,company9fe7c55b-6d37-11ec-9c14-9735546a7545,0,0,0
2560,companyd52c90d9-af31-11ec-8d08-27c7a878a530,0,0,0
2561,companyf2cb3a18-84c6-11ec-8687-591b29a04158,0,0,0
2562,companyb4960c90-bfc9-11ec-9d8b-7f46ea7b06ea,0,0,0
2563,companyb437a7e9-9dd2-11ec-a3f6-3784bf164e86,1,0,500
2564,companya7344ab7-b64a-11ec-8373-21f925e1dd9f,1,0,500
2565,company3d1b3800-333d-11ec-891a-6dc89a2b47a2,0,0,0
2566,companyb9bd8737-ab6b-11ec-9e57-4d489b3a7c8b,0,0,0
2567,companya0b56367-72b0-11ec-b2c0-e7e5e929163c,0,0,0
2568,companyfff2ea9a-b63f-11ec-8a23-5dc06b6fa940,0,0,0
2569,company86cdec36-a38b-11ec-9c8b-15c3d2eb4892,0,0,0
2570,companye8e07a6a-a2b8-11ec-94c1-d5ceddb43a0f,0,0,0
2571,company08c537b2-b0b1-11ec-936d-531f198e7624,0,0,0
2572,companyd009a5e6-6185-11ec-8d10-a53ec211cc70,0,0,0
2573,company4e4e50cf-c53d-11ec-806e-c7501020ba43,0,0,0
2574,companybe74c8f2-9c4c-11ec-9afe-bdf05f1149f3,0,0,0
2575,companyb2abb974-6326-11ec-8803-af7ad8662aa7,0,0,0
2576,company6c29dc35-8102-11ec-b54b-118d29700e90,1,0,500
2577,company75872fbb-c52b-11ec-8a7c-67966aed31f0,0,0,0
2578,companye3538f2c-ae61-11ec-9eb9-838323cfcacf,0,0,0
2579,company52136ec7-c522-11ec-8436-6762b11024a9,1,0,500
2580,company43afe484-67b1-11ec-a3e6-bde69f6d5235,0,0,0
2581,companyc0116b8a-2c08-11ec-992d-c33cab73b63c,0,0,0
2582,company76ce9a11-836f-11ec-a44f-6345e89c9322,0,0,0
2583,company3b0cce6d-bfa0-11ec-ab19-4d7ec86167e3,0,0,0
2584,companyc37990b4-c62b-11ec-90bf-79bdc4785bc7,0,0,0
2585,company442b7a40-9ada-11ec-99eb-37081620511d,0,0,0
2586,companycac40c68-92e6-11ec-95d4-253ec290963e,0,0,0
2587,companyf3422faa-bedd-11ec-b231-c70d38df568b,0,0,0
2588,company6f03ddf2-af29-11ec-aeef-d9f3b9cac8ef,1,0,500
2589,company6c3e7bbc-b0bc-11ec-b287-dbb515711bd8,1,0,500
2590,company45623c09-a5af-11ec-9e1f-c3975f1b2918,0,0,0
2591,companyb437a7e9-9dd2-11ec-a3f6-3784bf164e86,1,0,500
2592,company9bdddedf-6181-11ec-abdc-9185086d64ab,0,0,0
2593,company40bb03df-c2df-11ec-bfe4-958248ffc7db,1,0,500
2594,company5bf28267-8eed-11ec-b6a8-7fa20ac9f39e,0,0,0
2595,companye0858421-72a1-11ec-a8d1-1d1f16ecec8c,0,0,0
2596,companye24b6c05-bd77-11ec-a2ac-7d860da2d804,0,0,0
2597,company9c249bb8-b17f-11ec-a85f-dd2f1280a752,0,0,0
2598,companycc7609bf-3ca3-11ec-9fe8-5d0c9ea4da04,0,0,0
2599,companyf336c637-9719-11ec-ae46-9d9ebb8ebf2c,0,0,0
2600,companyb634986d-bfba-11ec-8990-7b3bdab78ad4,0,0,0
2601,company79202be1-af44-11ec-9bde-2715f5ee0731,0,0,0
2602,companybf8e8655-c308-11ec-a073-ef077dd2a7af,0,0,0
2603,companyfe416cdc-7514-11ec-88c1-31be887a8848,0,0,0
2604,company25979b7e-b1af-11ec-a6fd-edb756fbc29e,0,0,0
2605,companyda43210c-6300-11ec-b347-a3c1ca574d0c,0,0,0
2606,companycac40c68-92e6-11ec-95d4-253ec290963e,0,0,0
2607,companyacb0f6ec-8e4b-11ec-9af5-81cb017c4fdf,0,0,0
2608,companyab265892-8bec-11ec-beb1-67c03d12b2bf,0,0,0
2609,company31bb0f07-bc92-11ec-a5fd-abbac4e25242,0,0,0
2610,companya52e462f-b665-11ec-9caa-193a2101deec,0,0,0
2611,companyefaa4600-caf1-11ec-aaaf-73863193231c,0,0,0
2612,companyf0d33781-ac16-11ec-9871-819a8c4fe8d6,0,0,0
2613,company21bfacd8-b1b9-11ec-a87c-b96f116531b2,0,0,0
2614,company05f1fd0f-c241-11ec-b7c3-d5535e300d88,0,0,0
2615,companyea656f8b-b969-11ec-8fdb-5fcef83ecb90,0,0,0
2616,companyccfdd816-9600-11ec-96d3-b3fde1069aa6,0,0,0
2617,company3210eb8c-7204-11ec-8328-cdae54e549a3,0,0,0
2618,company3dd54b44-ae99-11ec-a2a1-eb3075c53103,0,0,0
2619,company26cc99e2-b4bc-11ec-8719-598296366cd4,0,0,0
2620,companya52e462f-b665-11ec-9caa-193a2101deec,0,0,0
2621,company6ae9c947-94a0-11ec-98d8-674cd6455764,0,0,0
2622,company5b357a89-96e7-11ec-8eb0-43f0d578a8bd,0,0,0
2623,companyee79dbc9-8b10-11ec-8165-6fabf8f61390,0,0,0
2624,company4e24c1e9-93af-11ec-be9e-6dfcc9209bb5,0,0,0
2625,companyd33a8f48-88c4-11ec-8f42-1583d201ce5f,0,0,0
2626,company85759603-8a3e-11ec-b6d3-bfb17ff857df,0,0,0
2627,companye54f5e21-7b8b-11ec-8d60-81219db7e43d,0,0,0
2628,companya4f17eae-9886-11ec-ba6d-93d9dcf919ea,0,0,0
2629,company5583560f-7387-11ec-87df-4b3411b5c265,0,0,0
2630,companyb3bcb664-a38f-11ec-b0aa-d3ca1eaed4d6,0,0,0
2631,company9aad88cf-9aee-11ec-bacf-edf6d778378b,1,0,500
2632,company1421089c-4f94-11ec-93c1-75e8ccc1806c,0,0,0
2633,company41647b05-93b5-11ec-8718-c7edb2283584,1,0,500
2634,company11ae04e5-93aa-11ec-b21c-99c02c914436,1,0,500
2635,companyd3fb8107-aa86-11ec-a275-6312cab3ac7d,0,0,0
2636,company723eeb5d-4064-11ec-ab38-1ba00a9b21a9,1,1,0
2637,company03b50c56-8b23-11ec-8ff9-c5e99fab6ab1,0,0,0
2638,company56ac1afe-35af-11ec-834a-d3357519ebee,0,0,0
2639,company4f69cd74-c144-11ec-a137-33f749341f11,0,0,0
2640,company7feb42e5-b581-11ec-a95c-4b4090201092,1,0,500
2641,company7bdbc68f-a0ff-11ec-8c25-f9ccc724623b,0,0,0
2642,companya5c1f82f-7aac-11ec-ab32-e1b1bbaca2d7,0,0,0
2643,company3c95fd19-9b1c-11ec-a3ad-3df219c97ee2,0,0,0
2644,company354a71cf-c2d3-11ec-a543-e317b56d9924,0,0,0
2645,company75d2534a-b021-11ec-8de5-69ba0ec434a0,0,0,0
2646,company5077920d-6d40-11ec-9111-b3f25ecb862f,0,0,0
2647,company49a82207-5cc5-11ec-b5c6-993ed30b7fe4,0,0,0
2648,company56019681-af54-11ec-b42d-590da2b009c8,0,0,0
2649,companyc4037b28-b7de-11ec-9e1c-f1b38ed1dfe5,0,0,0
2650,company2b9af1c2-8810-11ec-b2a2-553ad1d6aeda,1,1,0
2651,companyc0407d0e-125d-11ec-830d-c51d13bcf020,0,0,0
2652,company7d48acfc-80fe-11ec-9fa3-03ecafc657fd,0,0,0
2653,companyd01bb1fe-889e-11ec-9d60-9343d1a4f640,0,0,0
2654,companyd0e07713-8400-11ec-b724-2ddb8ed20e52,0,0,0
2655,companye5a3a330-b720-11ec-a50d-eb61562f5e24,0,0,0
2656,company6169e5c0-b1a6-11ec-9ee7-c97c7031330d,0,0,0
2657,company35f794f2-686b-11ec-adcc-cb4398d1f1f4,0,0,0
2658,companye55fb236-92e7-11ec-8792-253ec290963e,0,0,0
2659,companycc316031-9a24-11ec-8f26-c90a20014fed,0,0,0
2660,company6db9e331-25d0-11ec-a24b-1f2bccb456aa,1,0,500
2661,company11ce10d2-acda-11ec-9f2b-7b2c52cf79b2,0,0,0
2662,company52136ec7-c522-11ec-8436-6762b11024a9,1,0,500
2663,companybba9ee94-ac45-11ec-a75c-03c1963a1c1f,0,0,0
2664,company86cdec36-a38b-11ec-9c8b-15c3d2eb4892,0,0,0
2665,companyde7430b0-c219-11ec-a4f6-df51e24a413b,0,0,0
2666,companye0858421-72a1-11ec-a8d1-1d1f16ecec8c,0,0,0
2667,company515eb73a-b256-11ec-bf78-194a1a92439a,1,0,500
2668,company4214528c-bed8-11ec-ac7a-615dd904d95d,1,1,0
2669,company7a87abd6-661d-11ec-9912-e5e5202974e0,1,0,500
2670,company215403d9-c6c9-11ec-8546-fb60c1356725,0,0,0
2671,company218904df-ae78-11ec-bf70-e7415c2a29e9,0,0,0
2672,company40758b2e-b4b6-11ec-938c-499ed116910f,0,0,0
2673,companyb508f9af-c300-11ec-8057-1557f4b4bd6d,0,0,0
2674,company383aa0c4-9aea-11ec-a13c-eb9794b9449d,0,0,0
2675,company8986db47-bbc3-11ec-96ed-af858aa3abff,0,0,0
2676,company3b0cce6d-bfa0-11ec-ab19-4d7ec86167e3,0,0,0
2677,companyc9ad7c41-bf04-11ec-8f46-3fc305f80e4f,0,0,0
2678,company28526263-9605-11ec-966c-fbe3d5526002,0,0,0
2679,companydb3e775a-ba57-11ec-af05-6fd77afe9e9f,0,0,0
2680,companyb3bcb664-a38f-11ec-b0aa-d3ca1eaed4d6,0,0,0
2681,companye3752e78-c4a1-11ec-bad0-8fd5f6d7e0d9,0,0,0
2682,company94f43259-5755-11ec-816c-fd17d0166a08,0,0,0
2683,company0c548efe-6fb4-11ec-9dee-d7e552d154bd,0,0,0
2684,company15123230-ba39-11ec-8e5a-05d402750a07,0,0,0
2685,company0bfb28fe-64ca-11ec-8378-67c466d4aed1,1,0,500
2686,companyaca57db1-c53e-11ec-8696-c7501020ba43,0,0,0
2687,companye535a2de-5c19-11ec-acc0-df3af8cdea1f,0,0,0
2688,company4434957a-695a-11ec-80d6-d9cf6aebaf27,0,0,0
2689,company3a44e623-aa75-11ec-aae0-5572b7de1996,0,0,0
2690,company66bcd8d0-af6a-11ec-9b47-43e6bfc567ee,0,0,0
2691,company98b836c9-63ff-11ec-9966-6fac722e0391,0,0,0
2692,company2f4b62b3-b97e-11ec-a2ff-3d54ee9bfd44,0,0,0
2693,companye09df356-66f3-11ec-922a-efce62bd9380,0,0,0
2694,company45416009-9aec-11ec-9c8e-69ea0311d802,0,0,0
2695,company0b2cc787-9166-11ec-913c-a7645639d223,0,0,0
2696,company26b9af9e-8042-11ec-9e02-dd26655d72cc,0,0,0
2697,company00edf0d6-b669-11ec-8ec8-a346f3bffde3,0,0,0
2698,companyf5c97dce-af5e-11ec-ad23-35493f1e2070,0,0,0
2699,company98b836c9-63ff-11ec-9966-6fac722e0391,0,0,0
2700,companybb1751ea-4dc6-11ec-bd78-fb7a27b76df5,0,0,0
2701,companya83bccad-9ae0-11ec-888d-6fd1085e843d,0,0,0
