,pharma_cid,total,attended,lost
4126,company094adf65-a8fc-11ec-bea6-1d58e69f9ce6,0,0,0
4127,companya5cf65cb-6dff-11ec-bdb0-312be48f9404,0,0,0
4128,company2e059be3-9a27-11ec-9c1e-29790191f853,1,0,500
4129,company9bf90a47-b4b7-11ec-ab23-598296366cd4,0,0,0
4130,company87241d66-7437-11ec-93c4-63de7c0a9b1c,0,0,0
4131,company35c02b0a-b0cd-11ec-9064-cbcd5e525683,0,0,0
4132,companyfba0b67f-3248-11ec-8572-b7c921f4890c,0,0,0
4133,companyf42db37e-bb00-11ec-a2be-ef7af8a4761d,0,0,0
4134,company6c29dc35-8102-11ec-b54b-118d29700e90,1,0,500
4135,companyc0116b8a-2c08-11ec-992d-c33cab73b63c,0,0,0
4136,company52136ec7-c522-11ec-8436-6762b11024a9,1,0,500
4137,companyee82659c-a8db-11ec-a371-7f653e0bc985,0,0,0
4138,companyff8c6bec-b012-11ec-a261-6907280f040b,0,0,0
4139,company44fd9937-b0bf-11ec-af86-9144c41bba99,0,0,0
4140,company008ed9bf-ad00-11ec-931e-c5fd39da12cd,1,0,500
4141,company496cd0e7-c4b1-11ec-89e4-0b1e2f8db02f,0,0,0
4142,companyf3422faa-bedd-11ec-b231-c70d38df568b,0,0,0
4143,company6b90ae16-a369-11ec-856c-61c1019a53ff,0,0,0
4144,company7250ef5a-bfcf-11ec-b92e-538ac677f4e9,0,0,0
4145,company8c6a9cb7-946c-11ec-96c9-9b9c1d19f367,0,0,0
4146,companyc82e7daf-bfb4-11ec-aa57-f5a0569f2976,0,0,0
4147,company485eced6-971b-11ec-ba5d-b78d7b41cbc8,0,0,0
4148,company87c15ddb-b18b-11ec-92c5-2790b0def324,0,0,0
4149,companyb08e477d-b635-11ec-976c-e398e993a180,0,0,0
4150,company06bdc566-b982-11ec-857b-3d54ee9bfd44,0,0,0
4151,company7feb42e5-b581-11ec-a95c-4b4090201092,1,0,500
4152,companyd14148b1-6623-11ec-aad3-e3716c714375,1,0,500
4153,company935ccf60-cac2-11ec-8515-b9c631b967c7,0,0,0
4154,companybf8e8655-c308-11ec-a073-ef077dd2a7af,0,0,0
4155,companydb7fc0b5-9acf-11ec-8e24-d98c356bf3e5,0,0,0
4156,company17eb8d95-b964-11ec-bed6-cb86bdf809c9,0,0,0
4157,company31b2a675-c5fc-11ec-9050-6145b703ccf6,0,0,0
4158,company0322c71b-63b9-11ec-9b09-eb93b3124849,1,0,500
4159,companybfa5a27d-b4ca-11ec-97fd-0f2967810cfe,0,0,0
4160,companya4f17eae-9886-11ec-ba6d-93d9dcf919ea,0,0,0
4161,company56ac1afe-35af-11ec-834a-d3357519ebee,0,0,0
4162,company2dcd40a6-bfc3-11ec-bff7-29b6ca1655fd,0,0,0
4163,company0129de31-947b-11ec-9efe-bb1e23bad0fe,0,0,0
4164,company151ae501-9bb6-11ec-b817-abd1a726a600,0,0,0
4165,companyc9545724-6006-11ec-b930-8f752715fa92,0,0,0
4166,company752d109a-8e29-11ec-91fa-31125094e222,0,0,0
4167,companyb3047919-b66b-11ec-8a2f-a5e06d8de387,0,0,0
4168,companyc0407d0e-125d-11ec-830d-c51d13bcf020,0,0,0
4169,company4f69cd74-c144-11ec-a137-33f749341f11,0,0,0
4170,company3b410cf9-c783-11ec-9905-d97df839b609,0,0,0
4171,companydbac71de-88ba-11ec-88ce-d995e993d3f9,0,0,0
4172,companyd01bb1fe-889e-11ec-9d60-9343d1a4f640,0,0,0
4173,companyedcce735-b3f5-11ec-b902-03f048762d4d,0,0,0
4174,company118a631d-d1c8-11ec-947c-29d20c8b7668,0,0,0
4175,company35080a18-acfc-11ec-b68f-77ac9356c020,1,0,500
4176,companyf8a19014-ae6c-11ec-aa74-954fb232c77d,0,0,0
4177,company41647b05-93b5-11ec-8718-c7edb2283584,1,0,500
4178,companyc0116b8a-2c08-11ec-992d-c33cab73b63c,0,0,0
4179,company5574304d-7907-11ec-95f2-ff4c643fb5a3,0,0,0
4180,company2eea319c-bd62-11ec-a1ed-3f5214279700,0,0,0
4181,companyfcbee9a9-a116-11ec-94dd-3731f00c4316,0,0,0
4182,company8011a4f2-8afd-11ec-a6bd-a140798491eb,0,0,0
4183,company8096d2d0-66e8-11ec-a232-c51ac4ea2d78,0,0,0
4184,company0a54cadd-aa6d-11ec-87c4-25296b20a83f,0,0,0
4185,companye10fc807-c530-11ec-88c9-71bd33e03ca7,0,0,0
4186,companyde4795df-ae63-11ec-a72e-abfb945cb0cd,0,0,0
4187,company72c38fd0-85b2-11ec-93d0-494078c63f93,0,0,0
4188,company5041ea57-9df6-11ec-b023-6de395e5d6a8,0,0,0
4189,company1d2c7c67-b002-11ec-883d-59beccbdcda6,0,0,0
4190,company4e4e50cf-c53d-11ec-806e-c7501020ba43,0,0,0
4191,companyeee42552-c490-11ec-abe2-9b1e531163e6,0,0,0
4192,company3a44e623-aa75-11ec-aae0-5572b7de1996,0,0,0
4193,company24773076-da73-11ec-8442-95311ee903e2,0,0,0
4194,companybe6776a7-bbca-11ec-9cbf-1b27a494e5f5,0,0,0
4195,company40bb03df-c2df-11ec-bfe4-958248ffc7db,1,0,500
4196,company89c5576a-5dbc-11ec-b7fb-0dedab92aadb,0,0,0
4197,company723eeb5d-4064-11ec-ab38-1ba00a9b21a9,1,1,0
4198,company979c9102-ae87-11ec-a615-594fe6ac9ed3,0,0,0
4199,company3d1b3800-333d-11ec-891a-6dc89a2b47a2,0,0,0
4200,companyd7d8f47a-9c55-11ec-a4f7-73c113dcc5e1,0,0,0
4201,companyd67c74d7-a67e-11ec-9413-fd081782a1f5,0,0,0
4202,companyc880c9ef-b0cf-11ec-8c97-11df1bb059d1,0,0,0
4203,companyb8a99dab-a2c6-11ec-9c1c-7346fd8004ee,0,0,0
4204,company06364e90-6236-11ec-bf59-6b797b7634f6,0,0,0
4205,companyb4cf3e66-687a-11ec-a42f-bfe2caea1bab,0,0,0
4206,company0ce11002-b634-11ec-8a41-e398e993a180,0,0,0
4207,company469adc0f-c7bf-11ec-9962-97d36d49cfc2,0,0,0
4208,companya3f5f533-a12d-11ec-a802-c58f866f302e,0,0,0
4209,companye507d310-8357-11ec-8ce5-ef9b7bd1f702,0,0,0
4210,company179934d5-7dca-11ec-a3bd-71390d2398e6,0,0,0
4211,company6d41e1b6-a5b7-11ec-bb5c-c9898fe80280,1,0,500
4212,company8d11b257-bfd4-11ec-bd7e-3b91f31e0ec9,0,0,0
4213,company5570c204-956b-11ec-b3da-8fb1ae4e452b,0,0,0
4214,company4fa34015-9545-11ec-9079-b12109b7fcde,0,0,0
4215,companye23536c1-7cf4-11ec-b787-db938848274f,0,0,0
4216,company6db9e331-25d0-11ec-a24b-1f2bccb456aa,1,0,500
4217,company7f9e25be-9571-11ec-a84b-31ef59e49ac0,0,0,0
4218,companyc754f63b-b712-11ec-b05b-b5c1b135f562,0,0,0
4219,company55b4f692-88a7-11ec-b8b1-1b778167c374,0,0,0
4220,company4434957a-695a-11ec-80d6-d9cf6aebaf27,0,0,0
4221,company9cef820e-9c42-11ec-ba85-bb8dadea74b0,0,0,0
4222,company817c8b65-6e08-11ec-af69-f1a7d8b1a307,0,0,0
4223,company02e7df40-7e89-11ec-9e7f-05581bdbe7f6,0,0,0
4224,company8373b6ae-6955-11ec-8114-b9ad48594b63,0,0,0
4225,company35e1c1d9-bf05-11ec-95d9-3fc305f80e4f,0,0,0
4226,companydf0c7e1e-a3a5-11ec-804f-b7fe7fbb40ac,0,0,0
4227,company6f03ddf2-af29-11ec-aeef-d9f3b9cac8ef,1,0,500
4228,company15d16ba2-b668-11ec-96a9-bf6ff7673765,0,0,0
4229,companya4121f6f-9b9e-11ec-a189-cf8a6ff0d990,0,0,0
4230,company2e059be3-9a27-11ec-9c1e-29790191f853,1,0,500
4231,companyb4092061-c230-11ec-bcf7-633217835961,1,0,500
4232,companyf58e7b84-52a3-11ec-a90a-95d5eb5c206c,0,0,0
4233,company72e48d54-c462-11ec-914b-b1f5ae6bca4c,0,0,0
4234,company08920958-a6ac-11ec-8cd5-df81ba42fcb6,0,0,0
4235,company8897a2fa-baf3-11ec-9499-ef7af8a4761d,0,0,0
4236,companydbc59cee-b983-11ec-a969-9f9f62b0603e,0,0,0
4237,company0b62f609-7448-11ec-9ba0-add17d581c3e,0,0,0
4238,company35f794f2-686b-11ec-adcc-cb4398d1f1f4,0,0,0
4239,companyf4b8f4fe-4f5b-11ec-af64-3fcb63891338,0,0,0
4240,companyc577261c-8b08-11ec-af33-5dfdfcf6dbb9,0,0,0
4241,company997ed719-bafc-11ec-8c09-97a2b567ca18,0,0,0
4242,company9deff638-acd0-11ec-9670-81d57513981e,0,0,0
4243,companyab67766b-cac4-11ec-8661-b52dc9710a97,0,0,0
4244,company9481c7da-9f9f-11ec-836a-e70aa5ed2df7,1,0,500
4245,company77a29cf7-b0ec-11ec-81fa-e18107513a76,0,0,0
4246,company75872fbb-c52b-11ec-8a7c-67966aed31f0,0,0,0
4247,company11ae04e5-93aa-11ec-b21c-99c02c914436,1,0,500
4248,company4aa2b099-b187-11ec-947f-cf6e0caf106a,0,0,0
4249,company5aaa9e6d-b7d8-11ec-9717-1d984f8c35ed,0,0,0
4250,company1ea49953-b99e-11ec-b6bf-bf26853376dd,0,0,0
4251,companyecdf7468-8741-11ec-83fb-6977b9a4b40b,0,0,0
4252,company695e0a7f-bc8c-11ec-9013-a1b6f31ccb52,0,0,0
4253,company3b410cf9-c783-11ec-9905-d97df839b609,0,0,0
4254,companyf0d5cb81-99f8-11ec-8cd3-5bd56a164022,0,0,0
4255,companye8995097-b409-11ec-83d8-c59138cd7b97,0,0,0
4256,companyde7430b0-c219-11ec-a4f6-df51e24a413b,0,0,0
4257,company75a75434-9891-11ec-a7ce-17e5afadae7d,0,0,0
4258,company03b50c56-8b23-11ec-8ff9-c5e99fab6ab1,0,0,0
4259,company2c3c3e44-a672-11ec-8557-4f001770ce45,0,0,0
4260,companyd52c90d9-af31-11ec-8d08-27c7a878a530,0,0,0
4261,company98b836c9-63ff-11ec-9966-6fac722e0391,0,0,0
4262,companya0885cde-9579-11ec-bded-1d64affcc228,0,0,0
4263,company1a5ae98b-99e7-11ec-8a99-835d8feeedf5,1,0,500
4264,company7f084a29-b981-11ec-b4eb-3d54ee9bfd44,0,0,0
4265,company973e3bd3-b0c8-11ec-8ec8-d70d103c5b10,0,0,0
4266,companyc00391e9-8bd4-11ec-9201-17b906a251f9,0,0,0
4267,company4a2660ef-c13c-11ec-abbf-d311e4f4cc23,1,0,500
4268,companyfa044dbf-c61d-11ec-8ada-258015fc5a7b,0,0,0
4269,company2062350c-7912-11ec-844d-73c8cf38c52d,0,0,0
4270,company39d4ef4c-5db3-11ec-a468-91b2fe1e5487,0,0,0
4271,companyd33fd6ae-c9ed-11ec-84b2-93f7ed1ac61d,0,0,0
4272,company2d33c439-9c86-11ec-b8b2-bba9e20fec32,0,0,0
4273,companyd009a5e6-6185-11ec-8d10-a53ec211cc70,0,0,0
4274,company55b4f692-88a7-11ec-b8b1-1b778167c374,0,0,0
4275,company20316ad2-9c60-11ec-950f-9bef500f0478,0,0,0
4276,company571570dc-af36-11ec-a223-27c7a878a530,0,0,0
4277,company9f0c49d1-7aac-11ec-9e16-e1b1bbaca2d7,0,0,0
4278,company679569c0-bfaa-11ec-af65-f5a0569f2976,0,0,0
4279,company42b923f8-ba68-11ec-b391-437a6bbbc353,0,0,0
4280,company98b836c9-63ff-11ec-9966-6fac722e0391,0,0,0
4281,companyeac1caab-b661-11ec-93ff-ada84a24b2f8,0,0,0
4282,company41d53e80-a6c3-11ec-abc9-b390ec225744,0,0,0
4283,companybf8e8655-c308-11ec-a073-ef077dd2a7af,0,0,0
4284,companyb3bcb664-a38f-11ec-b0aa-d3ca1eaed4d6,0,0,0
4285,company13e61bef-ab5c-11ec-b12c-6b5e8259cc95,0,0,0
4286,company445e411a-b40a-11ec-956f-c59138cd7b97,0,0,0
4287,company56177035-88b0-11ec-a03c-99761c0e99c8,0,0,0
4288,companya0766d25-ab7f-11ec-a0bb-91ca538399c2,0,0,0
4289,company2b1294af-aa97-11ec-b811-5d659f6c7515,0,0,0
4290,company548a5f66-c52a-11ec-8181-5f49e4c03c42,0,0,0
4291,company7c868a0c-9926-11ec-a513-f3429b6054d5,0,0,0
4292,company9e41fee0-c79e-11ec-ab66-a7d9b1f4d898,1,0,500
4293,companyc5c3e197-7f5c-11ec-9d81-e1261ede0cd8,0,0,0
4294,company7e7e99a2-b97c-11ec-947e-3d54ee9bfd44,0,0,0
4295,companya3a1a571-af34-11ec-af8a-27c7a878a530,0,0,0
4296,company7a2bff78-ca1a-11ec-a10c-2b48088e7cf3,0,0,0
4297,company383aa0c4-9aea-11ec-a13c-eb9794b9449d,0,0,0
4298,company86cdec36-a38b-11ec-9c8b-15c3d2eb4892,0,0,0
4299,companyf990c287-85ba-11ec-8d30-45ae91dfac1d,0,0,0
4300,company12fb8ee8-8bf0-11ec-b01e-b1c044d51475,0,0,0
4301,companyb326a6b1-ac27-11ec-bc66-adddefa5c9f4,0,0,0
4302,company50f74c0e-93de-11ec-9a35-8397bc6e539c,0,0,0
4303,company3b410cf9-c783-11ec-9905-d97df839b609,0,0,0
4304,company48c98adf-beeb-11ec-a7f0-6594bf23eb61,1,1,0
4305,companyea11519a-bd51-11ec-b0ec-e7ada0580aa4,0,0,0
4306,company39fcfda6-9bad-11ec-871f-b55cf0b5c34e,0,0,0
4307,company3d72c96e-ba51-11ec-b025-bdaf2e63592c,0,0,0
4308,companyb851ca2a-9c78-11ec-92a3-17b4714d7881,0,0,0
4309,companybe0944e9-c7c5-11ec-9ba2-6199a8ce2b5a,1,0,500
4310,company6031fe25-7907-11ec-99a7-ff4c643fb5a3,0,0,0
4311,company18cb8b72-ab86-11ec-b912-59a7de55e935,0,0,0
4312,company7a87abd6-661d-11ec-9912-e5e5202974e0,1,0,500
4313,companyeccd3b4f-a083-11ec-85bc-53a890c32d24,0,0,0
4314,company4345d850-744d-11ec-8553-49ba5cfc5036,0,0,0
4315,companyf4811e8f-b0c6-11ec-840b-f704459a3c89,0,0,0
4316,company3840469f-9473-11ec-be40-ef59cf061832,0,0,0
4317,company6bc1a9c2-694d-11ec-8489-b9ad48594b63,0,0,0
4318,company5978fc63-b3ec-11ec-9625-bd2b8d200575,0,0,0
4319,companya3a1a571-af34-11ec-af8a-27c7a878a530,0,0,0
4320,companyd01bb1fe-889e-11ec-9d60-9343d1a4f640,0,0,0
4321,company03b50c56-8b23-11ec-8ff9-c5e99fab6ab1,0,0,0
4322,companya7344ab7-b64a-11ec-8373-21f925e1dd9f,1,0,500
4323,company55b4f692-88a7-11ec-b8b1-1b778167c374,0,0,0
4324,company179934d5-7dca-11ec-a3bd-71390d2398e6,0,0,0
4325,company01c51cee-bb08-11ec-95a9-f5dd0f5c92fa,0,0,0
4326,company61b02cd9-c6f3-11ec-837a-5fd364653556,0,0,0
4327,companyf5358bc5-b1d6-11ec-9c41-a9d9aa9194bf,0,0,0
4328,companyf85a53b7-804b-11ec-8f44-19cc53436969,1,0,500
4329,companyca0a6bb6-b973-11ec-9119-191bc8419b2c,0,0,0
4330,companyb3dc00fb-bfa8-11ec-8c53-c13733253f08,0,0,0
4331,company446c9ca8-c54a-11ec-9f20-61baa91ba8fb,0,0,0
4332,company479e7d4c-9ed6-11ec-bca4-23d6b497aa7d,0,0,0
4333,companya5c1f82f-7aac-11ec-ab32-e1b1bbaca2d7,0,0,0
4334,company70f74731-a757-11ec-97d9-2fbb167272e3,0,0,0
4335,company18cafd33-9abd-11ec-8d6d-499ea948adbc,0,0,0
4336,companyaf8bf1ac-b7f6-11ec-b8be-254550ef2d5a,1,1,0
4337,company2b7ce45d-bf26-11ec-8010-271af665f6d6,0,0,0
4338,company6150cffd-a36c-11ec-9a06-632d6afce4f0,0,0,0
4339,company3f2e887c-c1fa-11ec-b140-bba425e02565,0,0,0
4340,company76455541-affc-11ec-82b1-0b05ee2ddd91,0,0,0
4341,company6e588295-b189-11ec-b7f3-698fb7b44bac,0,0,0
4342,company04baefd4-9f89-11ec-a198-3f63afd2bf42,0,0,0
4343,company45ffbad5-9c50-11ec-a821-05489a2220d6,0,0,0
4344,company6290fc76-8821-11ec-96be-413fb79954ab,0,0,0
4345,company94d702f4-acce-11ec-9241-81d57513981e,0,0,0
4346,companya3a1a571-af34-11ec-af8a-27c7a878a530,0,0,0
4347,company86c3da0a-b022-11ec-844b-69ba0ec434a0,1,0,500
4348,company8897a2fa-baf3-11ec-9499-ef7af8a4761d,0,0,0
4349,company2fa55cff-7791-11ec-81a9-1b5eebb8990b,0,0,0
4350,companyf48ce724-af36-11ec-bee8-27c7a878a530,0,0,0
4351,company723eeb5d-4064-11ec-ab38-1ba00a9b21a9,1,1,0
4352,company3f2e887c-c1fa-11ec-b140-bba425e02565,0,0,0
4353,companyefaa4600-caf1-11ec-aaaf-73863193231c,0,0,0
4354,company4347242a-9c6b-11ec-8de1-753ace4d7988,0,0,0
4355,companyc44eb614-afea-11ec-b6d2-7747aa1a93dc,0,0,0
4356,companyf5f1a5d2-c2eb-11ec-92e3-cf867ba9f5d7,1,0,500
4357,companyf42b1f86-b41c-11ec-8377-ed3a64794c72,0,0,0
4358,company5291dfa5-a5ed-11ec-8163-4f16d4d7d0ed,0,0,0
4359,company4c7fc7e8-c625-11ec-86b6-3518ce0346c6,0,0,0
4360,companye9ed226c-c228-11ec-8cdc-7f8abde26183,2,0,1000
4361,company9a43259e-bbc1-11ec-b9cb-5be7988c47eb,0,0,0
4362,company490a6422-9e16-11ec-9926-b7dc9ac49303,0,0,0
4363,companyb2abb974-6326-11ec-8803-af7ad8662aa7,0,0,0
4364,companybd928413-ba60-11ec-92a6-15da32790bbd,0,0,0
4365,company8cc249c8-bc97-11ec-b56d-cdb2f0ae3847,0,0,0
4366,company0bfb28fe-64ca-11ec-8378-67c466d4aed1,1,0,500
4367,company12ac560c-93ae-11ec-a431-6dfcc9209bb5,0,0,0
4368,company60df3da6-58e3-11ec-9894-a159e31c73c2,0,0,0
4369,companyebe38e19-affd-11ec-88cd-0b05ee2ddd91,0,0,0
4370,companyb5aaf708-ab89-11ec-80f1-036f80bea6ca,0,0,0
4371,companyde07e195-36f2-11ec-b2d9-99d4e1280722,1,1,0
4372,company0a54cadd-aa6d-11ec-87c4-25296b20a83f,0,0,0
4373,company21bfacd8-b1b9-11ec-a87c-b96f116531b2,0,0,0
4374,companyb848f76d-c85b-11ec-b9c7-85593f91b846,1,0,500
4375,company9ead71c8-7b76-11ec-b554-118bb6e8e6b7,0,0,0
4376,companyaab82fc8-5ccf-11ec-9b27-993ed30b7fe4,0,0,0
4377,companycd589787-a9aa-11ec-9994-7144e220f033,0,0,0
4378,companye9ed226c-c228-11ec-8cdc-7f8abde26183,2,0,1000
4379,company4214528c-bed8-11ec-ac7a-615dd904d95d,1,1,0
4380,companyd009a5e6-6185-11ec-8d10-a53ec211cc70,0,0,0
4381,companyfba0b67f-3248-11ec-8572-b7c921f4890c,0,0,0
4382,company2d994917-7cf8-11ec-afe1-ad799835dba1,0,0,0
4383,company76455541-affc-11ec-82b1-0b05ee2ddd91,0,0,0
4384,company13eb572d-acef-11ec-9dc5-19f065cae3dc,0,0,0
4385,company834a7bc1-965b-11ec-8bd5-4f3a5c2c7a28,0,0,0
4386,company20b1a310-b646-11ec-a46a-21f925e1dd9f,1,0,500
4387,company649bb90c-362f-11ec-8af8-396cd2172a89,0,0,0
4388,company25979b7e-b1af-11ec-a6fd-edb756fbc29e,0,0,0
4389,company8c88c040-c889-11ec-8f56-63b9f0e9ff7a,0,0,0
4390,company215403d9-c6c9-11ec-8546-fb60c1356725,0,0,0
4391,companyc0407d0e-125d-11ec-830d-c51d13bcf020,0,0,0
4392,companyf1d8d60a-9eae-11ec-b8de-ff26b78195fb,0,0,0
4393,company0d9b67a8-9fc1-11ec-b140-5bfc4fffc9dd,0,0,0
4394,company11ce10d2-acda-11ec-9f2b-7b2c52cf79b2,0,0,0
4395,companyf7d0f484-96fd-11ec-8b04-7dbf8237b9ae,0,0,0
4396,company4a2660ef-c13c-11ec-abbf-d311e4f4cc23,1,0,500
4397,company70f74731-a757-11ec-97d9-2fbb167272e3,0,0,0
4398,company3f04b885-a370-11ec-ab22-cff220f68c74,0,0,0
4399,company6bbedccf-956e-11ec-93e8-b755a86e9e27,0,0,0
4400,company15fdc955-a114-11ec-87a0-5931cb785a93,0,0,0
4401,company91900559-bca5-11ec-af1a-ef8cde627894,0,0,0
4402,companyfe4b8464-baf3-11ec-89dd-ef7af8a4761d,0,0,0
4403,company07e1b205-d136-11ec-9841-bf7193fb0fd8,0,0,0
4404,companye24b6c05-bd77-11ec-a2ac-7d860da2d804,0,0,0
4405,companyd67c74d7-a67e-11ec-9413-fd081782a1f5,0,0,0
4406,company3a7a1f73-5d8d-11ec-aa87-25b1603b4e8d,0,0,0
4407,companyb71b2fbe-bd74-11ec-955b-df6de78fb174,0,0,0
4408,company55b4f692-88a7-11ec-b8b1-1b778167c374,0,0,0
4409,company817c8b65-6e08-11ec-af69-f1a7d8b1a307,0,0,0
4410,company9edee8e9-ae74-11ec-8b59-8b29daf0b732,0,0,0
4411,company1ea49953-b99e-11ec-b6bf-bf26853376dd,0,0,0
4412,companyf457d516-c212-11ec-96cd-abb9e445e706,0,0,0
4413,companydbbecf0c-c539-11ec-bb7d-c7501020ba43,0,0,0
4414,company9bdddedf-6181-11ec-abdc-9185086d64ab,0,0,0
4415,companyd09456e9-b598-11ec-a7f0-8b8d8158dce0,0,0,0
4416,company9a078436-aa81-11ec-883f-23bee9854c9d,0,0,0
4417,company94f43259-5755-11ec-816c-fd17d0166a08,0,0,0
4418,company1601b791-b987-11ec-a034-b710543ba177,0,0,0
4419,companyd6b64e00-9c84-11ec-a2aa-47f20c17d19c,0,0,0
4420,companybe0944e9-c7c5-11ec-9ba2-6199a8ce2b5a,1,0,500
4421,companyf0d33781-ac16-11ec-9871-819a8c4fe8d6,0,0,0
4422,company5fe4f9db-b4bd-11ec-b9f7-598296366cd4,0,0,0
4423,company723eeb5d-4064-11ec-ab38-1ba00a9b21a9,1,1,0
4424,companydf636acb-c147-11ec-b96e-6dc932743471,0,0,0
4425,companya4e9094a-ac11-11ec-bb11-f78a844bdab1,0,0,0
4426,companya3a1a571-af34-11ec-af8a-27c7a878a530,0,0,0
4427,companyb6f0501b-c082-11ec-be9a-970711b8a9a5,0,0,0
4428,company6c578cfe-2820-11ec-bbd3-d138223d1ebc,0,0,0
4429,companye5a3a330-b720-11ec-a50d-eb61562f5e24,0,0,0
4430,companyf093cf85-9ad3-11ec-a0a7-8750940397b0,0,0,0
4431,companyff8c6bec-b012-11ec-a261-6907280f040b,0,0,0
4432,company44fd9937-b0bf-11ec-af86-9144c41bba99,0,0,0
4433,company202dde38-a5ca-11ec-81a2-c5562edc6201,0,0,0
4434,companyf83ad274-6ee0-11ec-9e3a-07520350cdd9,0,0,0
4435,companyf846c410-9147-11ec-a56d-83b07d7cf115,0,0,0
4436,companyf4b8f4fe-4f5b-11ec-af64-3fcb63891338,0,0,0
4437,company77a29cf7-b0ec-11ec-81fa-e18107513a76,0,0,0
4438,companye77e3218-c2fd-11ec-8753-2d0cb230375c,0,0,0
4439,companye218efa3-b646-11ec-b466-21f925e1dd9f,0,0,0
4440,companyd28fce5f-ad08-11ec-bce7-ad854c683ebe,1,0,500
4441,company1ea49953-b99e-11ec-b6bf-bf26853376dd,0,0,0
4442,companyb4092061-c230-11ec-bcf7-633217835961,1,0,500
4443,companybb90fb2a-4466-11ec-bd83-053cf807cf33,1,0,500
4444,companyc2e1ce19-adca-11ec-84b3-0732a6b46c8d,0,0,0
4445,company77a29cf7-b0ec-11ec-81fa-e18107513a76,0,0,0
4446,companye146e29f-af2e-11ec-b230-75a1d337d191,0,0,0
4447,companyfa0d651f-c074-11ec-bb2a-df00b0038ae5,0,0,0
4448,company3325e889-a379-11ec-85e0-f1a253de2b08,0,0,0
4449,company788fb84a-c211-11ec-bd68-df51e24a413b,1,0,500
4450,companybd07b74b-b962-11ec-bcaa-e3d729b138b6,0,0,0
4451,company4a1e84a1-ab80-11ec-a4ef-91ca538399c2,0,0,0
4452,company1ea49953-b99e-11ec-b6bf-bf26853376dd,0,0,0
4453,company86c3da0a-b022-11ec-844b-69ba0ec434a0,1,0,500
4454,company48c98adf-beeb-11ec-a7f0-6594bf23eb61,1,1,0
4455,company75872fbb-c52b-11ec-8a7c-67966aed31f0,0,0,0
4456,company7250ef5a-bfcf-11ec-b92e-538ac677f4e9,0,0,0
4457,company571570dc-af36-11ec-a223-27c7a878a530,0,0,0
4458,company8c6a9cb7-946c-11ec-96c9-9b9c1d19f367,0,0,0
4459,company89de0852-6af4-11ec-a088-0b7f41f38a5e,0,0,0
4460,companyc577261c-8b08-11ec-af33-5dfdfcf6dbb9,0,0,0
4461,companyf0d5cb81-99f8-11ec-8cd3-5bd56a164022,0,0,0
4462,company505bd869-8bdf-11ec-aadb-ad102e8858ed,0,0,0
4463,company834a7bc1-965b-11ec-8bd5-4f3a5c2c7a28,0,0,0
4464,company8292415f-2d07-11ec-91fc-31f50bc0b884,0,0,0
4465,company3ef7d1a6-aa84-11ec-9d81-6312cab3ac7d,0,0,0
4466,company1e0058f8-a1bf-11ec-9303-316387e38247,0,0,0
4467,company6508ad03-cb7c-11ec-a11c-cfe218f34510,0,0,0
4468,company06772959-7f6c-11ec-92b5-1133d03d58d5,1,0,500
4469,companyb5b7b268-4840-11ec-bbdd-59e0306a40ac,0,0,0
4470,company2e02664f-99f0-11ec-9bc6-2b1576f5066c,1,0,500
4471,companyab8e4349-9c4f-11ec-8342-05489a2220d6,0,0,0
4472,company98b836c9-63ff-11ec-9966-6fac722e0391,0,0,0
4473,company7b8f4e10-75d4-11ec-8b7d-f100338896b7,0,0,0
4474,companyd009a5e6-6185-11ec-8d10-a53ec211cc70,0,0,0
4475,company3a815e50-b3f1-11ec-96b9-bd2b8d200575,0,0,0
4476,company45f37734-9475-11ec-aabb-5f637adb71e6,0,0,0
4477,company45623c09-a5af-11ec-9e1f-c3975f1b2918,0,0,0
4478,company3a2f8ac8-b590-11ec-880c-57fbe8bac24e,0,0,0
4479,company144e0faf-a6a2-11ec-aa52-81bb3791db9a,0,0,0
4480,companyc07ce655-6a1a-11ec-b5d7-55c575f451f3,0,0,0
4481,company28639ea2-b1b5-11ec-9289-d5f7b4c08410,0,0,0
4482,company56ac1afe-35af-11ec-834a-d3357519ebee,0,0,0
4483,company7c306074-bb01-11ec-883b-ef7af8a4761d,0,0,0
4484,company298acce1-b659-11ec-8447-adea8991e9b1,0,0,0
4485,companyec777fad-ad0a-11ec-8eef-ab2d3f920956,0,0,0
4486,company1e0058f8-a1bf-11ec-9303-316387e38247,0,0,0
4487,companyefcbe311-b7f9-11ec-9e6f-254550ef2d5a,0,0,0
4488,company03b50c56-8b23-11ec-8ff9-c5e99fab6ab1,0,0,0
4489,company98b836c9-63ff-11ec-9966-6fac722e0391,0,0,0
4490,company649bb90c-362f-11ec-8af8-396cd2172a89,0,0,0
4491,company4214528c-bed8-11ec-ac7a-615dd904d95d,1,1,0
4492,company5dfb792c-954c-11ec-aca2-4f6e68f8c0e9,0,0,0
4493,companye02b7896-c630-11ec-a5d1-ad9543a3868e,0,0,0
4494,company8b1465c9-6e08-11ec-aabc-f1a7d8b1a307,0,0,0
4495,companye8d84e81-8d8b-11ec-893f-e1a70f2e889a,0,0,0
4496,company1c45b9da-bbda-11ec-b762-cd0cc786af81,0,0,0
4497,companye6926209-ba42-11ec-89e6-0be60d403077,0,0,0
4498,companyb848f76d-c85b-11ec-b9c7-85593f91b846,1,0,500
